casenew,weighta,P550tpr,P344pr,P425r,A172,A093r,A094r,A121r,SexHRP,A049r,G018r,G019r,Gorx,weightar
1440,3.649355756,179.4218643,279.994,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,West Midlands,0.699364856
1439,4.871699642,265.759918,532.1925,Earned income,Yes,Full-time working,Intermediate occupations,Public rented,Male,1 person,1 adult,No children,South West,0.933615615
1437,4.909721557,162.3745941,142.7,Other income,No,Economically inactive,"Never worked and long term unemployed, students and occupation not stated",Public rented,Male,1 person,1 adult,No children,Wales,0.940902159
1436,5.946518125,523.6060138,493.82,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,3 person,2 adults,One child,North West and Merseyside,1.139594512
1433,7.363831639,384.9713656,597.58,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Female,2 person,2 adults,No children,South East,1.411209375
1429,4.885403173,688.8065558,582.57,Earned income,Yes,Full-time working,Intermediate occupations,Private rented,Male,5 person or more,2 adults,Two or more children,North West and Merseyside,0.936241769
1425,5.697245969,754.6303728,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,South East,1.091823838
1422,5.056648486,496.8490837,662.5775,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,5 person or more,2 adults,Two or more children,North West and Merseyside,0.969059329
1410,5.386088012,559.2262222,1184.99,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,2 person,2 adults,No children,North East,1.032193329
1408,7.753386094,408.3638504,1184.99,Earned income,Yes,Full-time working,Routine and manual occupations,Public rented,Female,3 person,3 adults,No children,London,1.485863838
1407,4.60299525,1175,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,South East,0.882120935
1401,6.704573234,479.2485154,1084.219231,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,South East,1.284868675
1400,5.38221633,190.4847309,217.75,Earned income,Yes,Full-time working,Routine and manual occupations,Public rented,Female,1 person,1 adult,No children,Scotland,1.031451358
1399,5.01172774,894.5787459,1184.99,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,2 person,2 adults,No children,North West and Merseyside,0.960450689
1391,5.608775097,114.2153138,156.025,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,1 person,1 adult,No children,East Midlands,1.074869224
1390,4.342042291,635.3513755,951.494,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South West,0.832111744
1389,8.614347617,510.4594072,580.9,Earned income,Yes,Full-time working,Routine and manual occupations,Private rented,Male,2 person,2 adults,No children,London,1.650859051
1388,4.582022445,447.6672136,811.81,Earned income,Yes,Full-time working,Routine and manual occupations,Public rented,Male,2 person,2 adults,No children,South West,0.878101693
1384,3.738017364,398.8176441,573.85,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,Scotland,0.716356023
1381,4.15928497,494.2458591,1160.3,Earned income,No,Full-time working,Routine and manual occupations,Owned,Male,2 person,2 adults,No children,Yorkshire and the Humber,0.797088015
1379,4.242499548,362.45,201.3595,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,Northern Ireland,0.813035309
1377,6.731463215,1175,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,3 person,2 adults,One child,London,1.290021888
1375,3.342062957,215.5293874,625.99,Earned income,No,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,3 person,2 adults,One child,North West and Merseyside,0.640475069
1372,7.169899087,131.22,90,Other income,Yes,Unemployed and work related Government Training Programmes,"Never worked and long term unemployed, students and occupation not stated",Public rented,Male,1 person,1 adult,No children,Scotland,1.374044017
1371,7.609162391,430.8195653,921.33,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Male,2 person,2 adults,No children,Eastern,1.458224716
1369,4.058122205,1175,785.612,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,Yorkshire and the Humber,0.777701118
1369,3.55437228,521.5356851,859.07,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,1 person,1 adult,No children,South West,0.681162163
1366,5.38686457,326.3656062,442.31,Other income,Yes,Economically inactive,"Never worked and long term unemployed, students and occupation not stated",Private rented,Female,2 person,2 adults,No children,Scotland,1.032342149
1364,4.052381428,468.6498114,496.17,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,East Midlands,0.776600952
1364,3.223766374,377.9340246,392.26,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South West,0.617804637
1360,4.67573699,245.03,134.7275,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,1 person,1 adult,No children,East Midlands,0.896061208
1360,3.5161302,239.335,252.212,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Female,2 person,2 adults,No children,Northern Ireland,0.673833426
1352,4.188167246,1108.644483,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,Scotland,0.802623032
1349,7.28770166,520.8731077,913.73,Earned income,Yes,Part-time working,"Never worked and long term unemployed, students and occupation not stated",Owned,Female,3 person,2 adults,One child,Scotland,1.396619777
1346,5.900061738,1175,631.054,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,Eastern,1.130691581
1345,5.518675686,409.8654118,544.12,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,London,1.057602515
1335,5.889396931,425.8985918,840.63,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,3 person,3 adults,No children,Yorkshire and the Humber,1.12864777
1333,6.439967802,249.1275694,754.152,Earned income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,2 person,2 adults,No children,Eastern,1.234159522
1332,10.73747701,641.2447652,620.47,Earned income,Yes,Economically inactive,"Never worked and long term unemployed, students and occupation not stated",Private rented,Male,4 person,4 and more adults,No children,London,2.057736918
1331,4.397681523,997.541265,419.7525,Earned income,Yes,Part-time working,Routine and manual occupations,Owned,Female,1 person,1 adult,No children,North West and Merseyside,0.842774482
1328,3.749547886,343.7,495.934,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,West Midlands,0.71856574
1321,9.053150408,708.9043841,784.145,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,2 person,2 adults,No children,South West,1.734951497
1315,4.292704156,274.0498446,403.88,Earned income,Yes,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Female,1 person,1 adult,No children,South East,0.822656552
1313,6.543858384,745.7526519,810.135,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,2 person,2 adults,No children,London,1.254069179
1291,4.279674801,964.1967079,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,3 person,2 adults,One child,South East,0.820159599
1275,9.375917097,72.015,169.602,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,East Midlands,1.796806711
1273,4.496346579,829.1781807,1031.81,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Male,5 person or more,2 adults,Two or more children,North West and Merseyside,0.861682716
1271,3.567243632,206.475311,467.487,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,1 person,1 adult,No children,North West and Merseyside,0.683628837
1269,5.087740471,665.2106614,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,Yorkshire and the Humber,0.975017817
1267,6.803767555,1175,1184.99,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Male,5 person or more,3 adults,Two or more children,North East,1.303878338
1261,4.913539312,406.0255438,486.1125,Earned income,No,Full-time working,Intermediate occupations,Owned,Male,1 person,1 adult,No children,North West and Merseyside,0.941633796
1259,3.499369816,230.4496154,146.3,Other income,No,Economically inactive,Routine and manual occupations,Public rented,Female,2 person,1 adult,One child,East Midlands,0.670621455
1256,4.919581919,46.775,72.27,Other income,No,Economically inactive,Routine and manual occupations,Public rented,Female,1 person,1 adult,No children,South West,0.942791805
1252,4.489811082,955.5362239,656.27,Earned income,Yes,Part-time working,Routine and manual occupations,Owned,Male,2 person,2 adults,No children,Scotland,0.860430249
1252,4.969078211,643.9755971,1022.335,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,Yorkshire and the Humber,0.952277306
1251,6.882289459,836.4549591,1177.596154,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,Eastern,1.318926326
1247,3.272270444,710.3282656,496.1465,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,Scotland,0.627099987
1242,6.477229492,240.6492312,433,Earned income,No,Economically inactive,Not classified for other reasons,Owned,Female,2 person,2 adults,No children,Yorkshire and the Humber,1.241300376
1235,5.831814412,360.8132221,433.35,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Female,1 person,1 adult,No children,South East,1.11761262
1234,4.893606967,189.3008434,631.58,Earned income,Yes,Part-time working,Routine and manual occupations,Owned,Male,4 person,2 adults,Two or more children,West Midlands,0.937813949
1233,5.650270617,324.6893582,612.15,Earned income,No,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Male,1 person,1 adult,No children,Eastern,1.082821452
1224,6.133306327,466.6689116,735.47,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,4 person,2 adults,Two or more children,South West,1.175390722
1223,7.397278056,593.505,235.3,Earned income,Yes,Part-time working,"Never worked and long term unemployed, students and occupation not stated",Private rented,Female,2 person,2 adults,No children,Yorkshire and the Humber,1.417619068
1220,3.798156213,237.105,229.03,Earned income,Yes,Full-time working,Routine and manual occupations,Private rented,Male,5 person or more,2 adults,Two or more children,Scotland,0.72788107
1218,5.604995514,361.7342907,448.75,Earned income,Yes,Full-time working,Routine and manual occupations,Private rented,Male,2 person,2 adults,No children,West Midlands,1.074144902
1214,6.966268348,198.3622697,344.97,Other income,Yes,Unemployed and work related Government Training Programmes,Routine and manual occupations,Public rented,Female,5 person or more,3 adults,Two or more children,Eastern,1.335020093
1213,5.905184999,420.3985103,664.3,Earned income,Yes,Part-time working,Intermediate occupations,Owned,Female,4 person,2 adults,Two or more children,Scotland,1.131673406
1211,5.074704941,290.74,261.44,Other income,Yes,Economically inactive,Routine and manual occupations,Private rented,Female,4 person,2 adults,Two or more children,West Midlands,0.97251968
1210,2.975220942,529.605388,821.4765,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,Eastern,0.570173232
1207,7.029275595,233.7589388,377.64,Earned income,Yes,Full-time working,Intermediate occupations,Private rented,Female,1 person,1 adult,No children,London,1.347094842
1205,4.701380699,251.6729544,442.329,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,3 person,3 adults,No children,South East,0.900975585
1205,3.177349808,1175,1184.99,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South East,0.608909336
1204,6.487163676,586.0148625,780.555,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,2 person,2 adults,No children,South East,1.243204169
1195,4.63340892,552.3592045,1150.1,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,2 person,2 adults,No children,South East,0.88794943
1194,4.279762393,364.3469422,645.43,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Male,2 person,2 adults,No children,South West,0.820176385
1193,3.779730733,533.0811155,448.07,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,3 person,2 adults,One child,Yorkshire and the Humber,0.72435
1193,9.273314417,129.99,200,Earned income,No,Part-time working,Routine and manual occupations,Public rented,Male,1 person,1 adult,No children,Northern Ireland,1.777143868
1192,4.642340888,650.6696441,725.64,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Male,3 person,2 adults,One child,East Midlands,0.889661158
1191,8.895274328,293.7570731,1004.51,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,1 person,1 adult,No children,London,1.704696025
1187,4.464244896,810.8327008,1184.99,Other income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,South West,0.855530729
1185,6.132359706,221.7564732,466.3195,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,Scotland,1.175209311
1162,4.011952012,1175,607.94,Other income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,North West and Merseyside,0.768853033
1160,3.635808688,352.2533664,242.26,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,2 person,2 adults,No children,East Midlands,0.696768687
1158,5.442359592,501.6196214,205.2225,Other income,Yes,Economically inactive,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,London,1.042977251
1152,3.494627425,148.3862095,221.224,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,Yorkshire and the Humber,0.669712621
1147,4.454378671,70.17813543,198.382,Other income,No,Economically inactive,"Never worked and long term unemployed, students and occupation not stated",Public rented,Male,1 person,1 adult,No children,Scotland,0.853639959
1145,9.071992096,729.9845029,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,South East,1.73856233
1144,7.905570579,478.05,385.01,Other income,Yes,Part-time working,"Never worked and long term unemployed, students and occupation not stated",Private rented,Male,3 person,3 adults,No children,North West and Merseyside,1.51502857
1142,4.164395764,291.86,227.312,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,North West and Merseyside,0.798067451
1140,3.515662674,645.8537629,1144.56,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,West Midlands,0.673743829
1140,3.624799264,529.7862353,1184.99,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South East,0.694658834
1139,4.402767052,668.9124786,1184.99,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,London,0.843749076
1125,2.524209888,413.1612931,463.404,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,West Midlands,0.483741187
1124,5.496302643,181.255,288.94,Earned income,No,Full-time working,Routine and manual occupations,Public rented,Female,1 person,1 adult,No children,Northern Ireland,1.053314931
1123,6.587908012,429.6833249,634.66,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Male,1 person,1 adult,No children,North West and Merseyside,1.262510878
1122,3.624799264,542.2079543,907.5665,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South East,0.694658834
1121,5.397131401,691.2987618,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,2 person,2 adults,No children,Wales,1.034309691
1121,2.855291204,199.5599592,279.534,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,North West and Merseyside,0.547189821
1120,3.98281592,174.2292087,327.507,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,1 person,1 adult,No children,Wales,0.763269374
1117,5.634690711,293.110862,877.45,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Public rented,Female,1 person,1 adult,No children,London,1.079835709
1115,5.935032414,115.015,50,Other income,No,Economically inactive,"Never worked and long term unemployed, students and occupation not stated",Private rented,Male,1 person,1 adult,No children,Northern Ireland,1.137393383
1115,8.010739943,810.4985553,793.51,Earned income,Yes,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Female,4 person,3 adults,One child,North West and Merseyside,1.535183293
1113,4.495177658,900.4905416,800.53,Earned income,Yes,Part-time working,Intermediate occupations,Owned,Female,1 person,1 adult,No children,Eastern,0.861458703
1112,9.255266299,483.7978244,405.7075,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,3 person,2 adults,One child,Scotland,1.773685115
1109,4.04850611,254.55,239.074,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,Yorkshire and the Humber,0.775858284
1108,6.294936855,418.4775964,572.802,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,3 person,3 adults,No children,Eastern,1.206365699
1107,6.216695402,256.9126488,301.094,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Male,2 person,2 adults,No children,South East,1.191371457
1104,7.52732476,567.4627104,790.3425641,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,3 person,2 adults,One child,South West,1.442541301
1099,3.843823276,275.3037437,358.392,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,West Midlands,0.736632735
1099,5.323785272,316.0982344,923.15,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,1 person,1 adult,No children,South East,1.020253593
1098,4.305892112,588.8616465,1184.99,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Female,3 person,3 adults,No children,West Midlands,0.825183901
1095,5.328518849,967.373063,1184.99,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,5 person or more,3 adults,Two or more children,South East,1.021160738
1093,4.661844022,271.5079533,304.63,Other income,Yes,Unemployed and work related Government Training Programmes,"Higher managerial, administrative and professional occupations",Owned,Female,1 person,1 adult,No children,West Midlands,0.893398751
1092,6.173364943,371.9459736,383.082,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,Yorkshire and the Humber,1.183067581
1091,5.003608189,275.815,147.892,Other income,Yes,Economically inactive,Routine and manual occupations,Public rented,Male,1 person,1 adult,No children,South West,0.958894653
1090,9.914448624,854.9440772,1025.925,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Male,2 person,2 adults,No children,London,1.900011235
1087,3.223766374,672.315567,720.96,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South West,0.617804637
1086,4.987441563,282.9909446,592.347,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,1 person,1 adult,No children,Scotland,0.955796471
1085,3.367064623,224.2293236,695.8315,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,2 person,2 adults,No children,North West and Merseyside,0.645266404
1084,5.984002781,99.00813642,235.44,Earned income,No,Full-time working,Intermediate occupations,Owned,Male,1 person,1 adult,No children,Yorkshire and the Humber,1.146778096
1078,4.037924227,306.498656,326.12,Other income,No,Part-time working,Routine and manual occupations,Public rented,Female,3 person,2 adults,One child,North West and Merseyside,0.773830365
1077,3.925701205,198.4323112,332.544,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,North East,0.752323874
1071,5.932540618,396.1660139,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,1 person,1 adult,No children,Yorkshire and the Humber,1.136915854
1070,5.453342961,104.8559285,164.3495,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,Yorkshire and the Humber,1.045082111
1064,6.731697308,362.9634436,255.962,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,2 person,2 adults,No children,London,1.29006675
1061,7.010101179,594.887991,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Female,3 person,3 adults,No children,West Midlands,1.343420245
1055,4.114069101,227.5686118,345.964,Other income,No,Economically inactive,Not classified for other reasons,Private rented,Male,2 person,2 adults,No children,Scotland,0.788422817
1043,5.369368672,464.0543889,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Male,4 person,2 adults,Two or more children,London,1.028989224
1031,3.458630603,219.9736211,587.35,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Female,2 person,2 adults,No children,East Midlands,0.662814167
1029,6.18760519,252.955,356.02,Other income,Yes,Part-time working,"Never worked and long term unemployed, students and occupation not stated",Private rented,Male,4 person,2 adults,Two or more children,London,1.185796591
1028,4.193904744,393.3835171,836.82,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,4 person,2 adults,Two or more children,North West and Merseyside,0.80372257
1024,5.374042858,337.300019,629.852,Other income,Yes,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Female,5 person or more,2 adults,Two or more children,South East,1.029884988
1009,4.957594524,251.6680414,171.217,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,West Midlands,0.950076565
1005,6.074688374,109.505,66.75,Earned income,Yes,Part-time working,Routine and manual occupations,Public rented,Male,1 person,1 adult,No children,South East,1.16415714
1004,4.967537877,540.5450623,932.23,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,3 person,2 adults,One child,Eastern,0.951982116
1002,6.855578391,1175,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,3 adults,One child,South East,1.313807399
997,8.189673523,355.8432871,674.13,Earned income,No,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Female,2 person,2 adults,No children,North West and Merseyside,1.569474238
996,4.470189539,477.5024796,1041.3,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,East Midlands,0.856669964
994,4.864458399,577.0668036,508.874,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,North West and Merseyside,0.932227899
994,5.386088012,559.5630394,1011.14,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Female,2 person,2 adults,No children,North East,1.032193329
993,3.163322499,284.0975676,618.1,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Female,3 person,1 adult,Two or more children,Eastern,0.606221134
992,3.093997172,186.5693314,401.43,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Male,2 person,2 adults,No children,Wales,0.592935584
989,3.447344791,137.6,170.57,Other income,Yes,Economically inactive,"Never worked and long term unemployed, students and occupation not stated",Public rented,Female,2 person,1 adult,One child,North East,0.660651347
986,3.674143465,735.1058283,226.61,Other income,Yes,Economically inactive,Not classified for other reasons,Public rented,Male,2 person,2 adults,No children,West Midlands,0.704115188
983,6.314648843,701.2628539,877.73,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,West Midlands,1.210143317
981,2.770799953,351.8635533,756.344,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Female,2 person,2 adults,No children,Yorkshire and the Humber,0.530997864
981,5.053123732,266.6946561,897.8875,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,1 person,1 adult,No children,North West and Merseyside,0.968383843
978,7.169899087,359.9682052,854.45,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,1 person,1 adult,No children,Scotland,1.374044017
978,5.62369488,834.2966141,840.0225,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Male,2 person,2 adults,No children,East Midlands,1.07772846
977,6.94127189,205.4854993,403.842,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,North West and Merseyside,1.330229756
976,3.578851862,229.6571152,307.25,Other income,Yes,Part-time working,Intermediate occupations,Private rented,Female,2 person,1 adult,One child,Eastern,0.685853445
976,5.492804903,355.4850127,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,1 person,1 adult,No children,London,1.052644622
974,5.621423305,644.015,296.5875,Other income,Yes,Economically inactive,"Never worked and long term unemployed, students and occupation not stated",Owned,Male,1 person,1 adult,No children,South West,1.077293134
972,13.44047904,561.7401696,288.6,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Male,2 person,2 adults,No children,London,2.575741944
969,2.381863344,1175,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,5 person or more,2 adults,Two or more children,Scotland,0.456461805
967,6.896148868,586.8999177,804.9,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,4 and more adults,No children,South West,1.321582351
960,3.972319718,363.5177611,198.68,Other income,Yes,Part-time working,Routine and manual occupations,Owned,Female,3 person,1 adult,Two or more children,Eastern,0.761257875
959,2.74571151,575.4777895,485.784,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South East,0.526189899
958,4.784536714,184.1543491,164.935,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,Eastern,0.916911656
957,3.534210933,308.7024836,381.25,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Female,1 person,1 adult,No children,North East,0.677298429
955,3.678439766,309.6543684,284.85,Earned income,Yes,Full-time working,Intermediate occupations,Public rented,Male,2 person,2 adults,No children,West Midlands,0.704938534
950,4.500888961,206.582746,681.52,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,Yorkshire and the Humber,0.862553221
942,5.608775097,62.34,125.272,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Male,1 person,1 adult,No children,East Midlands,1.074869224
942,3.780627154,119.795485,284.1395,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,1 person,1 adult,No children,Yorkshire and the Humber,0.72452179
940,3.792688322,98.94555663,319.29,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Female,1 person,1 adult,No children,North East,0.7268332
938,5.248121508,313.76,254,Other income,Yes,Economically inactive,Not classified for other reasons,Public rented,Female,2 person,2 adults,No children,North West and Merseyside,1.005753341
936,4.065017094,515.05,551.99,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,Northern Ireland,0.779022459
936,6.772591053,164.755,71,Other income,Yes,Economically inactive,Routine and manual occupations,Private rented,Male,1 person,1 adult,No children,Eastern,1.297903653
932,6.436279461,556.5158406,1065.37,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,3 person,3 adults,No children,Eastern,1.233452686
922,5.27804597,951.6791958,1028.38,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,South West,1.011488084
919,3.933245079,1137.507301,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,Eastern,0.753769586
917,4.143704302,830.8799776,405.68,Other income,Yes,Economically inactive,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,North West and Merseyside,0.794102126
916,4.81497991,843.7331276,797.02,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,Eastern,0.92274581
916,6.308009126,188.1659938,404.052,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,2 person,2 adults,No children,West Midlands,1.208870878
910,3.808474567,492.0124388,157.45,Earned income,Yes,Part-time working,Intermediate occupations,Private rented,Male,3 person,2 adults,One child,London,0.729858486
907,4.580545925,801.7689822,1025.3175,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,South West,0.877818732
904,3.386428199,361.7055563,738.42,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,West Midlands,0.648977252
901,5.429060576,135.8021523,165.447,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,South East,1.040428619
900,5.808851181,190.3942855,542.65,Earned income,No,Full-time working,Intermediate occupations,Owned,Male,2 person,2 adults,No children,Wales,1.113211932
